,tweet_text,adj,question,answer_a,answer_b,Prediction_A,Prediction_B,Dif_Scores_A.B
3838,@user @user @user @user @user Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
3839,@user @user @user @user @user Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,lazy,How can this statement be described?,lazy,not lazy,,,
3840,@user @user @user @user @user Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,selfish,How can this statement be described?,selfish,not selfish,,,
3841,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",creative,How can this statement be described?,creative,not creative,,,
3842,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",adventurous,How can this statement be described?,adventurous,not adventurous,,,
3843,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",generous,How can this statement be described?,generous,not generous,,,
3844,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",decisive,How can this statement be described?,decisive,not decisive,,,
3845,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
3846,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",affectionate,How can this statement be described?,affectionate,not affectionate,,,
3847,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",hardworking,How can this statement be described?,hardworking,not hardworking,,,
3848,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",observant,How can this statement be described?,observant,not observant,,,
3849,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",helpful,How can this statement be described?,helpful,not helpful,,,
3850,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",optimistic,How can this statement be described?,optimistic,not optimistic,,,
3851,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",honest,How can this statement be described?,honest,not honest,,,
3852,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",funny,How can this statement be described?,funny,not funny,,,
3853,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",amusing,How can this statement be described?,amusing,not amusing,,,
3854,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",calm,How can this statement be described?,calm,not calm,,,
3855,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",polite,How can this statement be described?,polite,not polite,,,
3856,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",charismatic,How can this statement be described?,charismatic,not charismatic,,,
3857,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",romantic,How can this statement be described?,romantic,not romantic,,,
3858,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",friendly,How can this statement be described?,friendly,not friendly,,,
3859,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",clever,How can this statement be described?,clever,not clever,,,
3860,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",compassionate,How can this statement be described?,compassionate,not compassionate,,,
3861,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",aggressive,How can this statement be described?,aggressive,not aggressive,,,
3862,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",cynical,How can this statement be described?,cynical,not cynical,,,
3863,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",grumpy,How can this statement be described?,grumpy,not grumpy,,,
3864,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",nervous,How can this statement be described?,nervous,not nervous,,,
3865,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",defensive,How can this statement be described?,defensive,not defensive,,,
3866,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",arrogant,How can this statement be described?,arrogant,not arrogant,,,
3867,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",impulsive,How can this statement be described?,impulsive,not impulsive,,,
3868,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",patronizing,How can this statement be described?,patronizing,not patronizing,,,
3869,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
3870,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",sullen,How can this statement be described?,sullen,not sullen,,,
3871,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",stubborn,How can this statement be described?,stubborn,not stubborn,,,
3872,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",egotistical,How can this statement be described?,egotistical,not egotistical,,,
3873,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",rude,How can this statement be described?,rude,not rude,,,
3874,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",mean,How can this statement be described?,mean,not mean,,,
3875,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",secretive,How can this statement be described?,secretive,not secretive,,,
3876,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",bossy,How can this statement be described?,bossy,not bossy,,,
3877,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
3878,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
3879,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",lazy,How can this statement be described?,lazy,not lazy,,,
3880,"@user @user @user @user Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",selfish,How can this statement be described?,selfish,not selfish,,,
3881,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",creative,How can this statement be described?,creative,not creative,,,
3882,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",adventurous,How can this statement be described?,adventurous,not adventurous,,,
3883,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",generous,How can this statement be described?,generous,not generous,,,
3884,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",decisive,How can this statement be described?,decisive,not decisive,,,
3885,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
3886,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",affectionate,How can this statement be described?,affectionate,not affectionate,,,
3887,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",hardworking,How can this statement be described?,hardworking,not hardworking,,,
3888,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",observant,How can this statement be described?,observant,not observant,,,
3889,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",helpful,How can this statement be described?,helpful,not helpful,,,
3890,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",optimistic,How can this statement be described?,optimistic,not optimistic,,,
3891,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",honest,How can this statement be described?,honest,not honest,,,
3892,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",funny,How can this statement be described?,funny,not funny,,,
3893,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",amusing,How can this statement be described?,amusing,not amusing,,,
3894,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",calm,How can this statement be described?,calm,not calm,,,
3895,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",polite,How can this statement be described?,polite,not polite,,,
3896,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",charismatic,How can this statement be described?,charismatic,not charismatic,,,
3897,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",romantic,How can this statement be described?,romantic,not romantic,,,
3898,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",friendly,How can this statement be described?,friendly,not friendly,,,
3899,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",clever,How can this statement be described?,clever,not clever,,,
3900,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",compassionate,How can this statement be described?,compassionate,not compassionate,,,
3901,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",aggressive,How can this statement be described?,aggressive,not aggressive,,,
3902,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",cynical,How can this statement be described?,cynical,not cynical,,,
3903,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",grumpy,How can this statement be described?,grumpy,not grumpy,,,
3904,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",nervous,How can this statement be described?,nervous,not nervous,,,
3905,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",defensive,How can this statement be described?,defensive,not defensive,,,
3906,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",arrogant,How can this statement be described?,arrogant,not arrogant,,,
3907,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",impulsive,How can this statement be described?,impulsive,not impulsive,,,
3908,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",patronizing,How can this statement be described?,patronizing,not patronizing,,,
3909,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
3910,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",sullen,How can this statement be described?,sullen,not sullen,,,
3911,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",stubborn,How can this statement be described?,stubborn,not stubborn,,,
3912,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",egotistical,How can this statement be described?,egotistical,not egotistical,,,
3913,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",rude,How can this statement be described?,rude,not rude,,,
3914,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",mean,How can this statement be described?,mean,not mean,,,
3915,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",secretive,How can this statement be described?,secretive,not secretive,,,
3916,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",bossy,How can this statement be described?,bossy,not bossy,,,
3917,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
3918,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
3919,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",lazy,How can this statement be described?,lazy,not lazy,,,
3920,"@user @user @user @user All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",selfish,How can this statement be described?,selfish,not selfish,,,
3921,Dragon launching in 2 mins http,creative,How can this statement be described?,creative,not creative,,,
3922,Dragon launching in 2 mins http,adventurous,How can this statement be described?,adventurous,not adventurous,,,
3923,Dragon launching in 2 mins http,generous,How can this statement be described?,generous,not generous,,,
3924,Dragon launching in 2 mins http,decisive,How can this statement be described?,decisive,not decisive,,,
3925,Dragon launching in 2 mins http,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
3926,Dragon launching in 2 mins http,affectionate,How can this statement be described?,affectionate,not affectionate,,,
3927,Dragon launching in 2 mins http,hardworking,How can this statement be described?,hardworking,not hardworking,,,
3928,Dragon launching in 2 mins http,observant,How can this statement be described?,observant,not observant,,,
3929,Dragon launching in 2 mins http,helpful,How can this statement be described?,helpful,not helpful,,,
3930,Dragon launching in 2 mins http,optimistic,How can this statement be described?,optimistic,not optimistic,,,
3931,Dragon launching in 2 mins http,honest,How can this statement be described?,honest,not honest,,,
3932,Dragon launching in 2 mins http,funny,How can this statement be described?,funny,not funny,,,
3933,Dragon launching in 2 mins http,amusing,How can this statement be described?,amusing,not amusing,,,
3934,Dragon launching in 2 mins http,calm,How can this statement be described?,calm,not calm,,,
3935,Dragon launching in 2 mins http,polite,How can this statement be described?,polite,not polite,,,
3936,Dragon launching in 2 mins http,charismatic,How can this statement be described?,charismatic,not charismatic,,,
3937,Dragon launching in 2 mins http,romantic,How can this statement be described?,romantic,not romantic,,,
3938,Dragon launching in 2 mins http,friendly,How can this statement be described?,friendly,not friendly,,,
3939,Dragon launching in 2 mins http,clever,How can this statement be described?,clever,not clever,,,
3940,Dragon launching in 2 mins http,compassionate,How can this statement be described?,compassionate,not compassionate,,,
3941,Dragon launching in 2 mins http,aggressive,How can this statement be described?,aggressive,not aggressive,,,
3942,Dragon launching in 2 mins http,cynical,How can this statement be described?,cynical,not cynical,,,
3943,Dragon launching in 2 mins http,grumpy,How can this statement be described?,grumpy,not grumpy,,,
3944,Dragon launching in 2 mins http,nervous,How can this statement be described?,nervous,not nervous,,,
3945,Dragon launching in 2 mins http,defensive,How can this statement be described?,defensive,not defensive,,,
3946,Dragon launching in 2 mins http,arrogant,How can this statement be described?,arrogant,not arrogant,,,
3947,Dragon launching in 2 mins http,impulsive,How can this statement be described?,impulsive,not impulsive,,,
3948,Dragon launching in 2 mins http,patronizing,How can this statement be described?,patronizing,not patronizing,,,
3949,Dragon launching in 2 mins http,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
3950,Dragon launching in 2 mins http,sullen,How can this statement be described?,sullen,not sullen,,,
3951,Dragon launching in 2 mins http,stubborn,How can this statement be described?,stubborn,not stubborn,,,
3952,Dragon launching in 2 mins http,egotistical,How can this statement be described?,egotistical,not egotistical,,,
3953,Dragon launching in 2 mins http,rude,How can this statement be described?,rude,not rude,,,
3954,Dragon launching in 2 mins http,mean,How can this statement be described?,mean,not mean,,,
3955,Dragon launching in 2 mins http,secretive,How can this statement be described?,secretive,not secretive,,,
3956,Dragon launching in 2 mins http,bossy,How can this statement be described?,bossy,not bossy,,,
3957,Dragon launching in 2 mins http,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
3958,Dragon launching in 2 mins http,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
3959,Dragon launching in 2 mins http,lazy,How can this statement be described?,lazy,not lazy,,,
3960,Dragon launching in 2 mins http,selfish,How can this statement be described?,selfish,not selfish,,,
3961,@user Global _______,creative,How can this statement be described?,creative,not creative,,,
3962,@user Global _______,adventurous,How can this statement be described?,adventurous,not adventurous,,,
3963,@user Global _______,generous,How can this statement be described?,generous,not generous,,,
3964,@user Global _______,decisive,How can this statement be described?,decisive,not decisive,,,
3965,@user Global _______,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
3966,@user Global _______,affectionate,How can this statement be described?,affectionate,not affectionate,,,
3967,@user Global _______,hardworking,How can this statement be described?,hardworking,not hardworking,,,
3968,@user Global _______,observant,How can this statement be described?,observant,not observant,,,
3969,@user Global _______,helpful,How can this statement be described?,helpful,not helpful,,,
3970,@user Global _______,optimistic,How can this statement be described?,optimistic,not optimistic,,,
3971,@user Global _______,honest,How can this statement be described?,honest,not honest,,,
3972,@user Global _______,funny,How can this statement be described?,funny,not funny,,,
3973,@user Global _______,amusing,How can this statement be described?,amusing,not amusing,,,
3974,@user Global _______,calm,How can this statement be described?,calm,not calm,,,
3975,@user Global _______,polite,How can this statement be described?,polite,not polite,,,
3976,@user Global _______,charismatic,How can this statement be described?,charismatic,not charismatic,,,
3977,@user Global _______,romantic,How can this statement be described?,romantic,not romantic,,,
3978,@user Global _______,friendly,How can this statement be described?,friendly,not friendly,,,
3979,@user Global _______,clever,How can this statement be described?,clever,not clever,,,
3980,@user Global _______,compassionate,How can this statement be described?,compassionate,not compassionate,,,
3981,@user Global _______,aggressive,How can this statement be described?,aggressive,not aggressive,,,
3982,@user Global _______,cynical,How can this statement be described?,cynical,not cynical,,,
3983,@user Global _______,grumpy,How can this statement be described?,grumpy,not grumpy,,,
3984,@user Global _______,nervous,How can this statement be described?,nervous,not nervous,,,
3985,@user Global _______,defensive,How can this statement be described?,defensive,not defensive,,,
3986,@user Global _______,arrogant,How can this statement be described?,arrogant,not arrogant,,,
3987,@user Global _______,impulsive,How can this statement be described?,impulsive,not impulsive,,,
3988,@user Global _______,patronizing,How can this statement be described?,patronizing,not patronizing,,,
3989,@user Global _______,pessimistic,How can this statement be described?,pessimistic,not pessimistic,,,
3990,@user Global _______,sullen,How can this statement be described?,sullen,not sullen,,,
3991,@user Global _______,stubborn,How can this statement be described?,stubborn,not stubborn,,,
3992,@user Global _______,egotistical,How can this statement be described?,egotistical,not egotistical,,,
3993,@user Global _______,rude,How can this statement be described?,rude,not rude,,,
3994,@user Global _______,mean,How can this statement be described?,mean,not mean,,,
3995,@user Global _______,secretive,How can this statement be described?,secretive,not secretive,,,
3996,@user Global _______,bossy,How can this statement be described?,bossy,not bossy,,,
3997,@user Global _______,sarcastic,How can this statement be described?,sarcastic,not sarcastic,,,
3998,@user Global _______,irresponsible,How can this statement be described?,irresponsible,not irresponsible,,,
3999,@user Global _______,lazy,How can this statement be described?,lazy,not lazy,,,
4000,@user Global _______,selfish,How can this statement be described?,selfish,not selfish,,,
4001,@user Cumulative tonnage to orbit this year is the right metric,creative,How can this statement be described?,creative,not creative,,,
4002,@user Cumulative tonnage to orbit this year is the right metric,adventurous,How can this statement be described?,adventurous,not adventurous,,,
4003,@user Cumulative tonnage to orbit this year is the right metric,generous,How can this statement be described?,generous,not generous,,,
4004,@user Cumulative tonnage to orbit this year is the right metric,decisive,How can this statement be described?,decisive,not decisive,,,
4005,@user Cumulative tonnage to orbit this year is the right metric,diplomatic,How can this statement be described?,diplomatic,not diplomatic,,,
4006,@user Cumulative tonnage to orbit this year is the right metric,affectionate,How can this statement be described?,affectionate,not affectionate,,,
4007,@user Cumulative tonnage to orbit this year is the right metric,hardworking,How can this statement be described?,hardworking,not hardworking,,,
4008,@user Cumulative tonnage to orbit this year is the right metric,observant,How can this statement be described?,observant,not observant,,,
4009,@user Cumulative tonnage to orbit this year is the right metric,helpful,How can this statement be described?,helpful,not helpful,,,
