tweet_text,adj,question,answer_a,answer_b
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",cynical,Would this statment be described as cynical?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",nervous,Would this statment be described as nervous?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",defensive,Would this statment be described as defensive?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",sullen,Would this statment be described as sullen?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",rude,Would this statment be described as rude?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",mean,Would this statment be described as mean?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",secretive,Would this statment be described as secretive?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",bossy,Would this statment be described as bossy?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",boastful,Would this statment be described as boastful?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",lazy,Would this statment be described as lazy?,Yes.,No.
"@user I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",selfish,Would this statment be described as selfish?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",creative,Would this statment be described as creative?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",adventurous,Would this statment be described as adventurous?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",generous,Would this statment be described as generous?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",decisive,Would this statment be described as decisive?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",diplomatic,Would this statment be described as diplomatic?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",affectionate,Would this statment be described as affectionate?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",hardworking,Would this statment be described as hardworking?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",observant,Would this statment be described as observant?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",helpful,Would this statment be described as helpful?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",optimistic,Would this statment be described as optimistic?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",honest,Would this statment be described as honest?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",funny,Would this statment be described as funny?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",amusing,Would this statment be described as amusing?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",calm,Would this statment be described as calm?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",polite,Would this statment be described as polite?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",charismatic,Would this statment be described as charismatic?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",romantic,Would this statment be described as romantic?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",friendly,Would this statment be described as friendly?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",clever,Would this statment be described as clever?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",cynical,Would this statment be described as cynical?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",nervous,Would this statment be described as nervous?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",defensive,Would this statment be described as defensive?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",sullen,Would this statment be described as sullen?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",rude,Would this statment be described as rude?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",mean,Would this statment be described as mean?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",secretive,Would this statment be described as secretive?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",bossy,Would this statment be described as bossy?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",boastful,Would this statment be described as boastful?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",lazy,Would this statment be described as lazy?,Yes.,No.
"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",selfish,Would this statment be described as selfish?,Yes.,No.
@user Not true,creative,Would this statment be described as creative?,Yes.,No.
@user Not true,adventurous,Would this statment be described as adventurous?,Yes.,No.
@user Not true,generous,Would this statment be described as generous?,Yes.,No.
@user Not true,decisive,Would this statment be described as decisive?,Yes.,No.
@user Not true,diplomatic,Would this statment be described as diplomatic?,Yes.,No.
@user Not true,affectionate,Would this statment be described as affectionate?,Yes.,No.
@user Not true,hardworking,Would this statment be described as hardworking?,Yes.,No.
@user Not true,observant,Would this statment be described as observant?,Yes.,No.
@user Not true,helpful,Would this statment be described as helpful?,Yes.,No.
@user Not true,optimistic,Would this statment be described as optimistic?,Yes.,No.
@user Not true,honest,Would this statment be described as honest?,Yes.,No.
@user Not true,funny,Would this statment be described as funny?,Yes.,No.
@user Not true,amusing,Would this statment be described as amusing?,Yes.,No.
@user Not true,calm,Would this statment be described as calm?,Yes.,No.
@user Not true,polite,Would this statment be described as polite?,Yes.,No.
@user Not true,charismatic,Would this statment be described as charismatic?,Yes.,No.
@user Not true,romantic,Would this statment be described as romantic?,Yes.,No.
@user Not true,friendly,Would this statment be described as friendly?,Yes.,No.
@user Not true,clever,Would this statment be described as clever?,Yes.,No.
@user Not true,compassionate,Would this statment be described as compassionate?,Yes.,No.
@user Not true,aggressive,Would this statment be described as aggressive?,Yes.,No.
@user Not true,cynical,Would this statment be described as cynical?,Yes.,No.
@user Not true,grumpy,Would this statment be described as grumpy?,Yes.,No.
@user Not true,nervous,Would this statment be described as nervous?,Yes.,No.
@user Not true,defensive,Would this statment be described as defensive?,Yes.,No.
@user Not true,arrogant,Would this statment be described as arrogant?,Yes.,No.
@user Not true,impulsive,Would this statment be described as impulsive?,Yes.,No.
@user Not true,patronizing,Would this statment be described as patronizing?,Yes.,No.
@user Not true,pessimistic,Would this statment be described as pessimistic?,Yes.,No.
@user Not true,sullen,Would this statment be described as sullen?,Yes.,No.
@user Not true,stubborn,Would this statment be described as stubborn?,Yes.,No.
@user Not true,egotistical,Would this statment be described as egotistical?,Yes.,No.
@user Not true,rude,Would this statment be described as rude?,Yes.,No.
@user Not true,mean,Would this statment be described as mean?,Yes.,No.
@user Not true,secretive,Would this statment be described as secretive?,Yes.,No.
@user Not true,bossy,Would this statment be described as bossy?,Yes.,No.
@user Not true,boastful,Would this statment be described as boastful?,Yes.,No.
@user Not true,irresponsible,Would this statment be described as irresponsible?,Yes.,No.
@user Not true,lazy,Would this statment be described as lazy?,Yes.,No.
@user Not true,selfish,Would this statment be described as selfish?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",creative,Would this statment be described as creative?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",adventurous,Would this statment be described as adventurous?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",generous,Would this statment be described as generous?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",decisive,Would this statment be described as decisive?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",diplomatic,Would this statment be described as diplomatic?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",affectionate,Would this statment be described as affectionate?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",hardworking,Would this statment be described as hardworking?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",observant,Would this statment be described as observant?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",helpful,Would this statment be described as helpful?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",optimistic,Would this statment be described as optimistic?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",honest,Would this statment be described as honest?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",funny,Would this statment be described as funny?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",amusing,Would this statment be described as amusing?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",calm,Would this statment be described as calm?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",polite,Would this statment be described as polite?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",charismatic,Would this statment be described as charismatic?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",romantic,Would this statment be described as romantic?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",friendly,Would this statment be described as friendly?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",clever,Would this statment be described as clever?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",cynical,Would this statment be described as cynical?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",nervous,Would this statment be described as nervous?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",defensive,Would this statment be described as defensive?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",sullen,Would this statment be described as sullen?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",rude,Would this statment be described as rude?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",mean,Would this statment be described as mean?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",secretive,Would this statment be described as secretive?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",bossy,Would this statment be described as bossy?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",boastful,Would this statment be described as boastful?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",lazy,Would this statment be described as lazy?,Yes.,No.
"@user @user Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",selfish,Would this statment be described as selfish?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",creative,Would this statment be described as creative?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",adventurous,Would this statment be described as adventurous?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",generous,Would this statment be described as generous?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",decisive,Would this statment be described as decisive?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",diplomatic,Would this statment be described as diplomatic?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",affectionate,Would this statment be described as affectionate?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",hardworking,Would this statment be described as hardworking?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",observant,Would this statment be described as observant?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",helpful,Would this statment be described as helpful?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",optimistic,Would this statment be described as optimistic?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",honest,Would this statment be described as honest?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",funny,Would this statment be described as funny?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",amusing,Would this statment be described as amusing?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",calm,Would this statment be described as calm?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",polite,Would this statment be described as polite?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",charismatic,Would this statment be described as charismatic?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",romantic,Would this statment be described as romantic?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",friendly,Would this statment be described as friendly?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",clever,Would this statment be described as clever?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",compassionate,Would this statment be described as compassionate?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",aggressive,Would this statment be described as aggressive?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",cynical,Would this statment be described as cynical?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",grumpy,Would this statment be described as grumpy?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",nervous,Would this statment be described as nervous?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",defensive,Would this statment be described as defensive?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",arrogant,Would this statment be described as arrogant?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",impulsive,Would this statment be described as impulsive?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",patronizing,Would this statment be described as patronizing?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",pessimistic,Would this statment be described as pessimistic?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",sullen,Would this statment be described as sullen?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",stubborn,Would this statment be described as stubborn?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",egotistical,Would this statment be described as egotistical?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",rude,Would this statment be described as rude?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",mean,Would this statment be described as mean?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",secretive,Would this statment be described as secretive?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",bossy,Would this statment be described as bossy?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",boastful,Would this statment be described as boastful?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",irresponsible,Would this statment be described as irresponsible?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",lazy,Would this statment be described as lazy?,Yes.,No.
"@user Yeah, actually not good. Team is assessing damage.",selfish,Would this statment be described as selfish?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,creative,Would this statment be described as creative?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,adventurous,Would this statment be described as adventurous?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,generous,Would this statment be described as generous?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,decisive,Would this statment be described as decisive?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,diplomatic,Would this statment be described as diplomatic?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,affectionate,Would this statment be described as affectionate?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,hardworking,Would this statment be described as hardworking?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,observant,Would this statment be described as observant?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,helpful,Would this statment be described as helpful?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,optimistic,Would this statment be described as optimistic?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,honest,Would this statment be described as honest?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,funny,Would this statment be described as funny?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,amusing,Would this statment be described as amusing?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,calm,Would this statment be described as calm?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,polite,Would this statment be described as polite?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,charismatic,Would this statment be described as charismatic?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,romantic,Would this statment be described as romantic?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,friendly,Would this statment be described as friendly?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,clever,Would this statment be described as clever?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,compassionate,Would this statment be described as compassionate?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,aggressive,Would this statment be described as aggressive?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,cynical,Would this statment be described as cynical?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,grumpy,Would this statment be described as grumpy?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,nervous,Would this statment be described as nervous?,Yes.,No.
@user Mimic + Dark Moon + Stars of Ruin,defensive,Would this statment be described as defensive?,Yes.,No.
