tweet_text,tweet_id,retweets,favorites,date,adj,fav_to_follower_ratio,retweet_to_follower_ratio,question,answer_a,answer_b
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,stubborn,-6.238516128166954,-8.840164395660242,How can this statement be described?,stubborn,not stubborn
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,egotistical,-6.238516128166954,-8.840164395660242,How can this statement be described?,egotistical,not egotistical
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,rude,-6.238516128166954,-8.840164395660242,How can this statement be described?,rude,not rude
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,mean,-6.238516128166954,-8.840164395660242,How can this statement be described?,mean,not mean
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,secretive,-6.238516128166954,-8.840164395660242,How can this statement be described?,secretive,not secretive
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,bossy,-6.238516128166954,-8.840164395660242,How can this statement be described?,bossy,not bossy
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,sarcastic,-6.238516128166954,-8.840164395660242,How can this statement be described?,sarcastic,not sarcastic
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,irresponsible,-6.238516128166954,-8.840164395660242,How can this statement be described?,irresponsible,not irresponsible
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,lazy,-6.238516128166954,-8.840164395660242,How can this statement be described?,lazy,not lazy
"starry, starry night 
paint your palette
blue and gray http",1571748448591814657,15514,209221,2022-09-19,selfish,-6.238516128166954,-8.840164395660242,How can this statement be described?,selfish,not selfish
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,creative,-6.806420602074309,-8.999647042685012,How can this statement be described?,creative,not creative
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,adventurous,-6.806420602074309,-8.999647042685012,How can this statement be described?,adventurous,not adventurous
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,generous,-6.806420602074309,-8.999647042685012,How can this statement be described?,generous,not generous
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,decisive,-6.806420602074309,-8.999647042685012,How can this statement be described?,decisive,not decisive
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,diplomatic,-6.806420602074309,-8.999647042685012,How can this statement be described?,diplomatic,not diplomatic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,affectionate,-6.806420602074309,-8.999647042685012,How can this statement be described?,affectionate,not affectionate
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,hardworking,-6.806420602074309,-8.999647042685012,How can this statement be described?,hardworking,not hardworking
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,observant,-6.806420602074309,-8.999647042685012,How can this statement be described?,observant,not observant
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,helpful,-6.806420602074309,-8.999647042685012,How can this statement be described?,helpful,not helpful
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,optimistic,-6.806420602074309,-8.999647042685012,How can this statement be described?,optimistic,not optimistic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,honest,-6.806420602074309,-8.999647042685012,How can this statement be described?,honest,not honest
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,funny,-6.806420602074309,-8.999647042685012,How can this statement be described?,funny,not funny
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,amusing,-6.806420602074309,-8.999647042685012,How can this statement be described?,amusing,not amusing
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,calm,-6.806420602074309,-8.999647042685012,How can this statement be described?,calm,not calm
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,polite,-6.806420602074309,-8.999647042685012,How can this statement be described?,polite,not polite
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,charismatic,-6.806420602074309,-8.999647042685012,How can this statement be described?,charismatic,not charismatic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,romantic,-6.806420602074309,-8.999647042685012,How can this statement be described?,romantic,not romantic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,friendly,-6.806420602074309,-8.999647042685012,How can this statement be described?,friendly,not friendly
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,clever,-6.806420602074309,-8.999647042685012,How can this statement be described?,clever,not clever
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,compassionate,-6.806420602074309,-8.999647042685012,How can this statement be described?,compassionate,not compassionate
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,aggressive,-6.806420602074309,-8.999647042685012,How can this statement be described?,aggressive,not aggressive
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,cynical,-6.806420602074309,-8.999647042685012,How can this statement be described?,cynical,not cynical
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,grumpy,-6.806420602074309,-8.999647042685012,How can this statement be described?,grumpy,not grumpy
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,nervous,-6.806420602074309,-8.999647042685012,How can this statement be described?,nervous,not nervous
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,defensive,-6.806420602074309,-8.999647042685012,How can this statement be described?,defensive,not defensive
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,arrogant,-6.806420602074309,-8.999647042685012,How can this statement be described?,arrogant,not arrogant
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,impulsive,-6.806420602074309,-8.999647042685012,How can this statement be described?,impulsive,not impulsive
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,patronizing,-6.806420602074309,-8.999647042685012,How can this statement be described?,patronizing,not patronizing
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,pessimistic,-6.806420602074309,-8.999647042685012,How can this statement be described?,pessimistic,not pessimistic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,sullen,-6.806420602074309,-8.999647042685012,How can this statement be described?,sullen,not sullen
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,stubborn,-6.806420602074309,-8.999647042685012,How can this statement be described?,stubborn,not stubborn
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,egotistical,-6.806420602074309,-8.999647042685012,How can this statement be described?,egotistical,not egotistical
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,rude,-6.806420602074309,-8.999647042685012,How can this statement be described?,rude,not rude
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,mean,-6.806420602074309,-8.999647042685012,How can this statement be described?,mean,not mean
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,secretive,-6.806420602074309,-8.999647042685012,How can this statement be described?,secretive,not secretive
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,bossy,-6.806420602074309,-8.999647042685012,How can this statement be described?,bossy,not bossy
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,sarcastic,-6.806420602074309,-8.999647042685012,How can this statement be described?,sarcastic,not sarcastic
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,irresponsible,-6.806420602074309,-8.999647042685012,How can this statement be described?,irresponsible,not irresponsible
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,lazy,-6.806420602074309,-8.999647042685012,How can this statement be described?,lazy,not lazy
"Starlink is now active on all continents, including Antarctica 
https://t.co/Q1VvqV5G0i",1571702286854004736,13227,118568,2022-09-19,selfish,-6.806420602074309,-8.999647042685012,How can this statement be described?,selfish,not selfish
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,creative,-7.9599959205467785,-11.185146570250904,How can this statement be described?,creative,not creative
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,adventurous,-7.9599959205467785,-11.185146570250904,How can this statement be described?,adventurous,not adventurous
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,generous,-7.9599959205467785,-11.185146570250904,How can this statement be described?,generous,not generous
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,decisive,-7.9599959205467785,-11.185146570250904,How can this statement be described?,decisive,not decisive
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,diplomatic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,diplomatic,not diplomatic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,affectionate,-7.9599959205467785,-11.185146570250904,How can this statement be described?,affectionate,not affectionate
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,hardworking,-7.9599959205467785,-11.185146570250904,How can this statement be described?,hardworking,not hardworking
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,observant,-7.9599959205467785,-11.185146570250904,How can this statement be described?,observant,not observant
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,helpful,-7.9599959205467785,-11.185146570250904,How can this statement be described?,helpful,not helpful
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,optimistic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,optimistic,not optimistic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,honest,-7.9599959205467785,-11.185146570250904,How can this statement be described?,honest,not honest
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,funny,-7.9599959205467785,-11.185146570250904,How can this statement be described?,funny,not funny
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,amusing,-7.9599959205467785,-11.185146570250904,How can this statement be described?,amusing,not amusing
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,calm,-7.9599959205467785,-11.185146570250904,How can this statement be described?,calm,not calm
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,polite,-7.9599959205467785,-11.185146570250904,How can this statement be described?,polite,not polite
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,charismatic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,charismatic,not charismatic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,romantic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,romantic,not romantic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,friendly,-7.9599959205467785,-11.185146570250904,How can this statement be described?,friendly,not friendly
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,clever,-7.9599959205467785,-11.185146570250904,How can this statement be described?,clever,not clever
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,compassionate,-7.9599959205467785,-11.185146570250904,How can this statement be described?,compassionate,not compassionate
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,aggressive,-7.9599959205467785,-11.185146570250904,How can this statement be described?,aggressive,not aggressive
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,cynical,-7.9599959205467785,-11.185146570250904,How can this statement be described?,cynical,not cynical
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,grumpy,-7.9599959205467785,-11.185146570250904,How can this statement be described?,grumpy,not grumpy
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,nervous,-7.9599959205467785,-11.185146570250904,How can this statement be described?,nervous,not nervous
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,defensive,-7.9599959205467785,-11.185146570250904,How can this statement be described?,defensive,not defensive
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,arrogant,-7.9599959205467785,-11.185146570250904,How can this statement be described?,arrogant,not arrogant
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,impulsive,-7.9599959205467785,-11.185146570250904,How can this statement be described?,impulsive,not impulsive
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,patronizing,-7.9599959205467785,-11.185146570250904,How can this statement be described?,patronizing,not patronizing
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,pessimistic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,pessimistic,not pessimistic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,sullen,-7.9599959205467785,-11.185146570250904,How can this statement be described?,sullen,not sullen
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,stubborn,-7.9599959205467785,-11.185146570250904,How can this statement be described?,stubborn,not stubborn
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,egotistical,-7.9599959205467785,-11.185146570250904,How can this statement be described?,egotistical,not egotistical
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,rude,-7.9599959205467785,-11.185146570250904,How can this statement be described?,rude,not rude
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,mean,-7.9599959205467785,-11.185146570250904,How can this statement be described?,mean,not mean
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,secretive,-7.9599959205467785,-11.185146570250904,How can this statement be described?,secretive,not secretive
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,bossy,-7.9599959205467785,-11.185146570250904,How can this statement be described?,bossy,not bossy
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,sarcastic,-7.9599959205467785,-11.185146570250904,How can this statement be described?,sarcastic,not sarcastic
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,irresponsible,-7.9599959205467785,-11.185146570250904,How can this statement be described?,irresponsible,not irresponsible
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,lazy,-7.9599959205467785,-11.185146570250904,How can this statement be described?,lazy,not lazy
@user Another batch with lasers reaches orbit,1571695462377263104,1487,37409,2022-09-19,selfish,-7.9599959205467785,-11.185146570250904,How can this statement be described?,selfish,not selfish
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,creative,-11.185376652096487,-13.790084501697107,How can this statement be described?,creative,not creative
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,adventurous,-11.185376652096487,-13.790084501697107,How can this statement be described?,adventurous,not adventurous
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,generous,-11.185376652096487,-13.790084501697107,How can this statement be described?,generous,not generous
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,decisive,-11.185376652096487,-13.790084501697107,How can this statement be described?,decisive,not decisive
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,diplomatic,-11.185376652096487,-13.790084501697107,How can this statement be described?,diplomatic,not diplomatic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,affectionate,-11.185376652096487,-13.790084501697107,How can this statement be described?,affectionate,not affectionate
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,hardworking,-11.185376652096487,-13.790084501697107,How can this statement be described?,hardworking,not hardworking
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,observant,-11.185376652096487,-13.790084501697107,How can this statement be described?,observant,not observant
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,helpful,-11.185376652096487,-13.790084501697107,How can this statement be described?,helpful,not helpful
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,optimistic,-11.185376652096487,-13.790084501697107,How can this statement be described?,optimistic,not optimistic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,honest,-11.185376652096487,-13.790084501697107,How can this statement be described?,honest,not honest
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,funny,-11.185376652096487,-13.790084501697107,How can this statement be described?,funny,not funny
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,amusing,-11.185376652096487,-13.790084501697107,How can this statement be described?,amusing,not amusing
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,calm,-11.185376652096487,-13.790084501697107,How can this statement be described?,calm,not calm
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,polite,-11.185376652096487,-13.790084501697107,How can this statement be described?,polite,not polite
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,charismatic,-11.185376652096487,-13.790084501697107,How can this statement be described?,charismatic,not charismatic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,romantic,-11.185376652096487,-13.790084501697107,How can this statement be described?,romantic,not romantic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,friendly,-11.185376652096487,-13.790084501697107,How can this statement be described?,friendly,not friendly
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,clever,-11.185376652096487,-13.790084501697107,How can this statement be described?,clever,not clever
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,compassionate,-11.185376652096487,-13.790084501697107,How can this statement be described?,compassionate,not compassionate
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,aggressive,-11.185376652096487,-13.790084501697107,How can this statement be described?,aggressive,not aggressive
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,cynical,-11.185376652096487,-13.790084501697107,How can this statement be described?,cynical,not cynical
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,grumpy,-11.185376652096487,-13.790084501697107,How can this statement be described?,grumpy,not grumpy
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,nervous,-11.185376652096487,-13.790084501697107,How can this statement be described?,nervous,not nervous
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,defensive,-11.185376652096487,-13.790084501697107,How can this statement be described?,defensive,not defensive
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,arrogant,-11.185376652096487,-13.790084501697107,How can this statement be described?,arrogant,not arrogant
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,impulsive,-11.185376652096487,-13.790084501697107,How can this statement be described?,impulsive,not impulsive
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,patronizing,-11.185376652096487,-13.790084501697107,How can this statement be described?,patronizing,not patronizing
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,pessimistic,-11.185376652096487,-13.790084501697107,How can this statement be described?,pessimistic,not pessimistic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,sullen,-11.185376652096487,-13.790084501697107,How can this statement be described?,sullen,not sullen
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,stubborn,-11.185376652096487,-13.790084501697107,How can this statement be described?,stubborn,not stubborn
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,egotistical,-11.185376652096487,-13.790084501697107,How can this statement be described?,egotistical,not egotistical
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,rude,-11.185376652096487,-13.790084501697107,How can this statement be described?,rude,not rude
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,mean,-11.185376652096487,-13.790084501697107,How can this statement be described?,mean,not mean
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,secretive,-11.185376652096487,-13.790084501697107,How can this statement be described?,secretive,not secretive
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,bossy,-11.185376652096487,-13.790084501697107,How can this statement be described?,bossy,not bossy
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,sarcastic,-11.185376652096487,-13.790084501697107,How can this statement be described?,sarcastic,not sarcastic
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,irresponsible,-11.185376652096487,-13.790084501697107,How can this statement be described?,irresponsible,not irresponsible
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,lazy,-11.185376652096487,-13.790084501697107,How can this statement be described?,lazy,not lazy
@user .@Twitter what’s going on?,1572420037834690560,110,1488,2022-09-21,selfish,-11.185376652096487,-13.790084501697107,How can this statement be described?,selfish,not selfish
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,creative,-9.49440830545608,-12.903316209089274,How can this statement be described?,creative,not creative
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,adventurous,-9.49440830545608,-12.903316209089274,How can this statement be described?,adventurous,not adventurous
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,generous,-9.49440830545608,-12.903316209089274,How can this statement be described?,generous,not generous
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,decisive,-9.49440830545608,-12.903316209089274,How can this statement be described?,decisive,not decisive
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,diplomatic,-9.49440830545608,-12.903316209089274,How can this statement be described?,diplomatic,not diplomatic
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,affectionate,-9.49440830545608,-12.903316209089274,How can this statement be described?,affectionate,not affectionate
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,hardworking,-9.49440830545608,-12.903316209089274,How can this statement be described?,hardworking,not hardworking
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,observant,-9.49440830545608,-12.903316209089274,How can this statement be described?,observant,not observant
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,helpful,-9.49440830545608,-12.903316209089274,How can this statement be described?,helpful,not helpful
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,optimistic,-9.49440830545608,-12.903316209089274,How can this statement be described?,optimistic,not optimistic
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,honest,-9.49440830545608,-12.903316209089274,How can this statement be described?,honest,not honest
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,funny,-9.49440830545608,-12.903316209089274,How can this statement be described?,funny,not funny
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,amusing,-9.49440830545608,-12.903316209089274,How can this statement be described?,amusing,not amusing
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,calm,-9.49440830545608,-12.903316209089274,How can this statement be described?,calm,not calm
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,polite,-9.49440830545608,-12.903316209089274,How can this statement be described?,polite,not polite
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,charismatic,-9.49440830545608,-12.903316209089274,How can this statement be described?,charismatic,not charismatic
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,romantic,-9.49440830545608,-12.903316209089274,How can this statement be described?,romantic,not romantic
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,friendly,-9.49440830545608,-12.903316209089274,How can this statement be described?,friendly,not friendly
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,clever,-9.49440830545608,-12.903316209089274,How can this statement be described?,clever,not clever
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,compassionate,-9.49440830545608,-12.903316209089274,How can this statement be described?,compassionate,not compassionate
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,aggressive,-9.49440830545608,-12.903316209089274,How can this statement be described?,aggressive,not aggressive
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,cynical,-9.49440830545608,-12.903316209089274,How can this statement be described?,cynical,not cynical
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,grumpy,-9.49440830545608,-12.903316209089274,How can this statement be described?,grumpy,not grumpy
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,nervous,-9.49440830545608,-12.903316209089274,How can this statement be described?,nervous,not nervous
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,defensive,-9.49440830545608,-12.903316209089274,How can this statement be described?,defensive,not defensive
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,arrogant,-9.49440830545608,-12.903316209089274,How can this statement be described?,arrogant,not arrogant
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,impulsive,-9.49440830545608,-12.903316209089274,How can this statement be described?,impulsive,not impulsive
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,patronizing,-9.49440830545608,-12.903316209089274,How can this statement be described?,patronizing,not patronizing
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,pessimistic,-9.49440830545608,-12.903316209089274,How can this statement be described?,pessimistic,not pessimistic
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,sullen,-9.49440830545608,-12.903316209089274,How can this statement be described?,sullen,not sullen
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,stubborn,-9.49440830545608,-12.903316209089274,How can this statement be described?,stubborn,not stubborn
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,egotistical,-9.49440830545608,-12.903316209089274,How can this statement be described?,egotistical,not egotistical
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,rude,-9.49440830545608,-12.903316209089274,How can this statement be described?,rude,not rude
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,mean,-9.49440830545608,-12.903316209089274,How can this statement be described?,mean,not mean
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,secretive,-9.49440830545608,-12.903316209089274,How can this statement be described?,secretive,not secretive
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,bossy,-9.49440830545608,-12.903316209089274,How can this statement be described?,bossy,not bossy
@user @user Such miracles are impossible,1572419769940447232,267,8072,2022-09-21,sarcastic,-9.49440830545608,-12.903316209089274,How can this statement be described?,sarcastic,not sarcastic
