tweet_text,adj,question,answer_a,answer_b
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",clever,How can this statement be described?,clever,not clever
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",compassionate,How can this statement be described?,compassionate,not compassionate
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",aggressive,How can this statement be described?,aggressive,not aggressive
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",cynical,How can this statement be described?,cynical,not cynical
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",grumpy,How can this statement be described?,grumpy,not grumpy
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",nervous,How can this statement be described?,nervous,not nervous
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",defensive,How can this statement be described?,defensive,not defensive
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",arrogant,How can this statement be described?,arrogant,not arrogant
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",impulsive,How can this statement be described?,impulsive,not impulsive
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",patronizing,How can this statement be described?,patronizing,not patronizing
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",pessimistic,How can this statement be described?,pessimistic,not pessimistic
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",sullen,How can this statement be described?,sullen,not sullen
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",stubborn,How can this statement be described?,stubborn,not stubborn
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",egotistical,How can this statement be described?,egotistical,not egotistical
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",rude,How can this statement be described?,rude,not rude
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",mean,How can this statement be described?,mean,not mean
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",secretive,How can this statement be described?,secretive,not secretive
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",bossy,How can this statement be described?,bossy,not bossy
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",sarcastic,How can this statement be described?,sarcastic,not sarcastic
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",irresponsible,How can this statement be described?,irresponsible,not irresponsible
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",lazy,How can this statement be described?,lazy,not lazy
"@user @user “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",selfish,How can this statement be described?,selfish,not selfish
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",creative,How can this statement be described?,creative,not creative
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",adventurous,How can this statement be described?,adventurous,not adventurous
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",generous,How can this statement be described?,generous,not generous
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",decisive,How can this statement be described?,decisive,not decisive
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",diplomatic,How can this statement be described?,diplomatic,not diplomatic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",affectionate,How can this statement be described?,affectionate,not affectionate
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",hardworking,How can this statement be described?,hardworking,not hardworking
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",observant,How can this statement be described?,observant,not observant
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",helpful,How can this statement be described?,helpful,not helpful
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",optimistic,How can this statement be described?,optimistic,not optimistic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",honest,How can this statement be described?,honest,not honest
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",funny,How can this statement be described?,funny,not funny
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",amusing,How can this statement be described?,amusing,not amusing
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",calm,How can this statement be described?,calm,not calm
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",polite,How can this statement be described?,polite,not polite
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",charismatic,How can this statement be described?,charismatic,not charismatic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",romantic,How can this statement be described?,romantic,not romantic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",friendly,How can this statement be described?,friendly,not friendly
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",clever,How can this statement be described?,clever,not clever
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",compassionate,How can this statement be described?,compassionate,not compassionate
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",aggressive,How can this statement be described?,aggressive,not aggressive
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",cynical,How can this statement be described?,cynical,not cynical
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",grumpy,How can this statement be described?,grumpy,not grumpy
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",nervous,How can this statement be described?,nervous,not nervous
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",defensive,How can this statement be described?,defensive,not defensive
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",arrogant,How can this statement be described?,arrogant,not arrogant
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",impulsive,How can this statement be described?,impulsive,not impulsive
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",patronizing,How can this statement be described?,patronizing,not patronizing
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",pessimistic,How can this statement be described?,pessimistic,not pessimistic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",sullen,How can this statement be described?,sullen,not sullen
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",stubborn,How can this statement be described?,stubborn,not stubborn
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",egotistical,How can this statement be described?,egotistical,not egotistical
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",rude,How can this statement be described?,rude,not rude
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",mean,How can this statement be described?,mean,not mean
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",secretive,How can this statement be described?,secretive,not secretive
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",bossy,How can this statement be described?,bossy,not bossy
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",sarcastic,How can this statement be described?,sarcastic,not sarcastic
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",irresponsible,How can this statement be described?,irresponsible,not irresponsible
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",lazy,How can this statement be described?,lazy,not lazy
"Highly recommend Revolutions by Mike Duncan, especially Season 10 http",selfish,How can this statement be described?,selfish,not selfish
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",creative,How can this statement be described?,creative,not creative
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",adventurous,How can this statement be described?,adventurous,not adventurous
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",generous,How can this statement be described?,generous,not generous
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",decisive,How can this statement be described?,decisive,not decisive
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",diplomatic,How can this statement be described?,diplomatic,not diplomatic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",affectionate,How can this statement be described?,affectionate,not affectionate
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",hardworking,How can this statement be described?,hardworking,not hardworking
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",observant,How can this statement be described?,observant,not observant
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",helpful,How can this statement be described?,helpful,not helpful
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",optimistic,How can this statement be described?,optimistic,not optimistic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",honest,How can this statement be described?,honest,not honest
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",funny,How can this statement be described?,funny,not funny
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",amusing,How can this statement be described?,amusing,not amusing
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",calm,How can this statement be described?,calm,not calm
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",polite,How can this statement be described?,polite,not polite
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",charismatic,How can this statement be described?,charismatic,not charismatic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",romantic,How can this statement be described?,romantic,not romantic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",friendly,How can this statement be described?,friendly,not friendly
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",clever,How can this statement be described?,clever,not clever
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",compassionate,How can this statement be described?,compassionate,not compassionate
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",aggressive,How can this statement be described?,aggressive,not aggressive
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",cynical,How can this statement be described?,cynical,not cynical
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",grumpy,How can this statement be described?,grumpy,not grumpy
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",nervous,How can this statement be described?,nervous,not nervous
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",defensive,How can this statement be described?,defensive,not defensive
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",arrogant,How can this statement be described?,arrogant,not arrogant
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",impulsive,How can this statement be described?,impulsive,not impulsive
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",patronizing,How can this statement be described?,patronizing,not patronizing
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",pessimistic,How can this statement be described?,pessimistic,not pessimistic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",sullen,How can this statement be described?,sullen,not sullen
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",stubborn,How can this statement be described?,stubborn,not stubborn
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",egotistical,How can this statement be described?,egotistical,not egotistical
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",rude,How can this statement be described?,rude,not rude
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",mean,How can this statement be described?,mean,not mean
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",secretive,How can this statement be described?,secretive,not secretive
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",bossy,How can this statement be described?,bossy,not bossy
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",sarcastic,How can this statement be described?,sarcastic,not sarcastic
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",irresponsible,How can this statement be described?,irresponsible,not irresponsible
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",lazy,How can this statement be described?,lazy,not lazy
"@user The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",selfish,How can this statement be described?,selfish,not selfish
@user Troubling …,creative,How can this statement be described?,creative,not creative
@user Troubling …,adventurous,How can this statement be described?,adventurous,not adventurous
@user Troubling …,generous,How can this statement be described?,generous,not generous
@user Troubling …,decisive,How can this statement be described?,decisive,not decisive
@user Troubling …,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user Troubling …,affectionate,How can this statement be described?,affectionate,not affectionate
@user Troubling …,hardworking,How can this statement be described?,hardworking,not hardworking
@user Troubling …,observant,How can this statement be described?,observant,not observant
@user Troubling …,helpful,How can this statement be described?,helpful,not helpful
@user Troubling …,optimistic,How can this statement be described?,optimistic,not optimistic
@user Troubling …,honest,How can this statement be described?,honest,not honest
@user Troubling …,funny,How can this statement be described?,funny,not funny
@user Troubling …,amusing,How can this statement be described?,amusing,not amusing
@user Troubling …,calm,How can this statement be described?,calm,not calm
@user Troubling …,polite,How can this statement be described?,polite,not polite
@user Troubling …,charismatic,How can this statement be described?,charismatic,not charismatic
@user Troubling …,romantic,How can this statement be described?,romantic,not romantic
@user Troubling …,friendly,How can this statement be described?,friendly,not friendly
@user Troubling …,clever,How can this statement be described?,clever,not clever
@user Troubling …,compassionate,How can this statement be described?,compassionate,not compassionate
@user Troubling …,aggressive,How can this statement be described?,aggressive,not aggressive
@user Troubling …,cynical,How can this statement be described?,cynical,not cynical
@user Troubling …,grumpy,How can this statement be described?,grumpy,not grumpy
@user Troubling …,nervous,How can this statement be described?,nervous,not nervous
@user Troubling …,defensive,How can this statement be described?,defensive,not defensive
@user Troubling …,arrogant,How can this statement be described?,arrogant,not arrogant
@user Troubling …,impulsive,How can this statement be described?,impulsive,not impulsive
@user Troubling …,patronizing,How can this statement be described?,patronizing,not patronizing
@user Troubling …,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user Troubling …,sullen,How can this statement be described?,sullen,not sullen
@user Troubling …,stubborn,How can this statement be described?,stubborn,not stubborn
@user Troubling …,egotistical,How can this statement be described?,egotistical,not egotistical
@user Troubling …,rude,How can this statement be described?,rude,not rude
@user Troubling …,mean,How can this statement be described?,mean,not mean
@user Troubling …,secretive,How can this statement be described?,secretive,not secretive
@user Troubling …,bossy,How can this statement be described?,bossy,not bossy
@user Troubling …,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user Troubling …,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user Troubling …,lazy,How can this statement be described?,lazy,not lazy
@user Troubling …,selfish,How can this statement be described?,selfish,not selfish
@user Great!,creative,How can this statement be described?,creative,not creative
@user Great!,adventurous,How can this statement be described?,adventurous,not adventurous
@user Great!,generous,How can this statement be described?,generous,not generous
@user Great!,decisive,How can this statement be described?,decisive,not decisive
@user Great!,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user Great!,affectionate,How can this statement be described?,affectionate,not affectionate
@user Great!,hardworking,How can this statement be described?,hardworking,not hardworking
@user Great!,observant,How can this statement be described?,observant,not observant
@user Great!,helpful,How can this statement be described?,helpful,not helpful
@user Great!,optimistic,How can this statement be described?,optimistic,not optimistic
@user Great!,honest,How can this statement be described?,honest,not honest
@user Great!,funny,How can this statement be described?,funny,not funny
@user Great!,amusing,How can this statement be described?,amusing,not amusing
@user Great!,calm,How can this statement be described?,calm,not calm
@user Great!,polite,How can this statement be described?,polite,not polite
@user Great!,charismatic,How can this statement be described?,charismatic,not charismatic
@user Great!,romantic,How can this statement be described?,romantic,not romantic
@user Great!,friendly,How can this statement be described?,friendly,not friendly
@user Great!,clever,How can this statement be described?,clever,not clever
@user Great!,compassionate,How can this statement be described?,compassionate,not compassionate
@user Great!,aggressive,How can this statement be described?,aggressive,not aggressive
@user Great!,cynical,How can this statement be described?,cynical,not cynical
@user Great!,grumpy,How can this statement be described?,grumpy,not grumpy
@user Great!,nervous,How can this statement be described?,nervous,not nervous
@user Great!,defensive,How can this statement be described?,defensive,not defensive
@user Great!,arrogant,How can this statement be described?,arrogant,not arrogant
@user Great!,impulsive,How can this statement be described?,impulsive,not impulsive
@user Great!,patronizing,How can this statement be described?,patronizing,not patronizing
@user Great!,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user Great!,sullen,How can this statement be described?,sullen,not sullen
@user Great!,stubborn,How can this statement be described?,stubborn,not stubborn
@user Great!,egotistical,How can this statement be described?,egotistical,not egotistical
@user Great!,rude,How can this statement be described?,rude,not rude
@user Great!,mean,How can this statement be described?,mean,not mean
@user Great!,secretive,How can this statement be described?,secretive,not secretive
@user Great!,bossy,How can this statement be described?,bossy,not bossy
@user Great!,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user Great!,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user Great!,lazy,How can this statement be described?,lazy,not lazy
@user Great!,selfish,How can this statement be described?,selfish,not selfish
@user @user That is indeed the real question,creative,How can this statement be described?,creative,not creative
@user @user That is indeed the real question,adventurous,How can this statement be described?,adventurous,not adventurous
@user @user That is indeed the real question,generous,How can this statement be described?,generous,not generous
@user @user That is indeed the real question,decisive,How can this statement be described?,decisive,not decisive
@user @user That is indeed the real question,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user @user That is indeed the real question,affectionate,How can this statement be described?,affectionate,not affectionate
@user @user That is indeed the real question,hardworking,How can this statement be described?,hardworking,not hardworking
@user @user That is indeed the real question,observant,How can this statement be described?,observant,not observant
@user @user That is indeed the real question,helpful,How can this statement be described?,helpful,not helpful
@user @user That is indeed the real question,optimistic,How can this statement be described?,optimistic,not optimistic
@user @user That is indeed the real question,honest,How can this statement be described?,honest,not honest
@user @user That is indeed the real question,funny,How can this statement be described?,funny,not funny
@user @user That is indeed the real question,amusing,How can this statement be described?,amusing,not amusing
@user @user That is indeed the real question,calm,How can this statement be described?,calm,not calm
@user @user That is indeed the real question,polite,How can this statement be described?,polite,not polite
@user @user That is indeed the real question,charismatic,How can this statement be described?,charismatic,not charismatic
@user @user That is indeed the real question,romantic,How can this statement be described?,romantic,not romantic
@user @user That is indeed the real question,friendly,How can this statement be described?,friendly,not friendly
@user @user That is indeed the real question,clever,How can this statement be described?,clever,not clever
@user @user That is indeed the real question,compassionate,How can this statement be described?,compassionate,not compassionate
@user @user That is indeed the real question,aggressive,How can this statement be described?,aggressive,not aggressive
@user @user That is indeed the real question,cynical,How can this statement be described?,cynical,not cynical
@user @user That is indeed the real question,grumpy,How can this statement be described?,grumpy,not grumpy
@user @user That is indeed the real question,nervous,How can this statement be described?,nervous,not nervous
@user @user That is indeed the real question,defensive,How can this statement be described?,defensive,not defensive
@user @user That is indeed the real question,arrogant,How can this statement be described?,arrogant,not arrogant
@user @user That is indeed the real question,impulsive,How can this statement be described?,impulsive,not impulsive
@user @user That is indeed the real question,patronizing,How can this statement be described?,patronizing,not patronizing
@user @user That is indeed the real question,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user @user That is indeed the real question,sullen,How can this statement be described?,sullen,not sullen
@user @user That is indeed the real question,stubborn,How can this statement be described?,stubborn,not stubborn
@user @user That is indeed the real question,egotistical,How can this statement be described?,egotistical,not egotistical
@user @user That is indeed the real question,rude,How can this statement be described?,rude,not rude
@user @user That is indeed the real question,mean,How can this statement be described?,mean,not mean
@user @user That is indeed the real question,secretive,How can this statement be described?,secretive,not secretive
@user @user That is indeed the real question,bossy,How can this statement be described?,bossy,not bossy
@user @user That is indeed the real question,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user @user That is indeed the real question,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user @user That is indeed the real question,lazy,How can this statement be described?,lazy,not lazy
@user @user That is indeed the real question,selfish,How can this statement be described?,selfish,not selfish
@user I had same great experience from Tokyo to Osaka,creative,How can this statement be described?,creative,not creative
@user I had same great experience from Tokyo to Osaka,adventurous,How can this statement be described?,adventurous,not adventurous
@user I had same great experience from Tokyo to Osaka,generous,How can this statement be described?,generous,not generous
@user I had same great experience from Tokyo to Osaka,decisive,How can this statement be described?,decisive,not decisive
@user I had same great experience from Tokyo to Osaka,diplomatic,How can this statement be described?,diplomatic,not diplomatic
@user I had same great experience from Tokyo to Osaka,affectionate,How can this statement be described?,affectionate,not affectionate
@user I had same great experience from Tokyo to Osaka,hardworking,How can this statement be described?,hardworking,not hardworking
@user I had same great experience from Tokyo to Osaka,observant,How can this statement be described?,observant,not observant
@user I had same great experience from Tokyo to Osaka,helpful,How can this statement be described?,helpful,not helpful
@user I had same great experience from Tokyo to Osaka,optimistic,How can this statement be described?,optimistic,not optimistic
@user I had same great experience from Tokyo to Osaka,honest,How can this statement be described?,honest,not honest
@user I had same great experience from Tokyo to Osaka,funny,How can this statement be described?,funny,not funny
@user I had same great experience from Tokyo to Osaka,amusing,How can this statement be described?,amusing,not amusing
@user I had same great experience from Tokyo to Osaka,calm,How can this statement be described?,calm,not calm
@user I had same great experience from Tokyo to Osaka,polite,How can this statement be described?,polite,not polite
@user I had same great experience from Tokyo to Osaka,charismatic,How can this statement be described?,charismatic,not charismatic
@user I had same great experience from Tokyo to Osaka,romantic,How can this statement be described?,romantic,not romantic
@user I had same great experience from Tokyo to Osaka,friendly,How can this statement be described?,friendly,not friendly
@user I had same great experience from Tokyo to Osaka,clever,How can this statement be described?,clever,not clever
@user I had same great experience from Tokyo to Osaka,compassionate,How can this statement be described?,compassionate,not compassionate
@user I had same great experience from Tokyo to Osaka,aggressive,How can this statement be described?,aggressive,not aggressive
@user I had same great experience from Tokyo to Osaka,cynical,How can this statement be described?,cynical,not cynical
@user I had same great experience from Tokyo to Osaka,grumpy,How can this statement be described?,grumpy,not grumpy
@user I had same great experience from Tokyo to Osaka,nervous,How can this statement be described?,nervous,not nervous
@user I had same great experience from Tokyo to Osaka,defensive,How can this statement be described?,defensive,not defensive
@user I had same great experience from Tokyo to Osaka,arrogant,How can this statement be described?,arrogant,not arrogant
@user I had same great experience from Tokyo to Osaka,impulsive,How can this statement be described?,impulsive,not impulsive
@user I had same great experience from Tokyo to Osaka,patronizing,How can this statement be described?,patronizing,not patronizing
@user I had same great experience from Tokyo to Osaka,pessimistic,How can this statement be described?,pessimistic,not pessimistic
@user I had same great experience from Tokyo to Osaka,sullen,How can this statement be described?,sullen,not sullen
@user I had same great experience from Tokyo to Osaka,stubborn,How can this statement be described?,stubborn,not stubborn
@user I had same great experience from Tokyo to Osaka,egotistical,How can this statement be described?,egotistical,not egotistical
@user I had same great experience from Tokyo to Osaka,rude,How can this statement be described?,rude,not rude
@user I had same great experience from Tokyo to Osaka,mean,How can this statement be described?,mean,not mean
@user I had same great experience from Tokyo to Osaka,secretive,How can this statement be described?,secretive,not secretive
@user I had same great experience from Tokyo to Osaka,bossy,How can this statement be described?,bossy,not bossy
@user I had same great experience from Tokyo to Osaka,sarcastic,How can this statement be described?,sarcastic,not sarcastic
@user I had same great experience from Tokyo to Osaka,irresponsible,How can this statement be described?,irresponsible,not irresponsible
@user I had same great experience from Tokyo to Osaka,lazy,How can this statement be described?,lazy,not lazy
@user I had same great experience from Tokyo to Osaka,selfish,How can this statement be described?,selfish,not selfish
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",creative,How can this statement be described?,creative,not creative
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",adventurous,How can this statement be described?,adventurous,not adventurous
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",generous,How can this statement be described?,generous,not generous
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",decisive,How can this statement be described?,decisive,not decisive
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",diplomatic,How can this statement be described?,diplomatic,not diplomatic
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",affectionate,How can this statement be described?,affectionate,not affectionate
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",hardworking,How can this statement be described?,hardworking,not hardworking
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",observant,How can this statement be described?,observant,not observant
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",helpful,How can this statement be described?,helpful,not helpful
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",optimistic,How can this statement be described?,optimistic,not optimistic
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",honest,How can this statement be described?,honest,not honest
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",funny,How can this statement be described?,funny,not funny
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",amusing,How can this statement be described?,amusing,not amusing
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",calm,How can this statement be described?,calm,not calm
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",polite,How can this statement be described?,polite,not polite
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",charismatic,How can this statement be described?,charismatic,not charismatic
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",romantic,How can this statement be described?,romantic,not romantic
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",friendly,How can this statement be described?,friendly,not friendly
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",clever,How can this statement be described?,clever,not clever
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",compassionate,How can this statement be described?,compassionate,not compassionate
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",aggressive,How can this statement be described?,aggressive,not aggressive
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",cynical,How can this statement be described?,cynical,not cynical
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",grumpy,How can this statement be described?,grumpy,not grumpy
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",nervous,How can this statement be described?,nervous,not nervous
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",defensive,How can this statement be described?,defensive,not defensive
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",arrogant,How can this statement be described?,arrogant,not arrogant
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",impulsive,How can this statement be described?,impulsive,not impulsive
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",patronizing,How can this statement be described?,patronizing,not patronizing
"@user China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",pessimistic,How can this statement be described?,pessimistic,not pessimistic
