tweet_text,tweet_id,retweets,favorites,date,fav_to_follower_ratio,retweet_to_follower_ratio,prediction_creative,prediction_adventurous,prediction_generous,prediction_decisive,prediction_diplomatic,prediction_affectionate,prediction_hardworking,prediction_observant,prediction_helpful,prediction_optimistic,prediction_honest,prediction_funny,prediction_amusing,prediction_calm,prediction_polite,prediction_charismatic,prediction_romantic,prediction_friendly,prediction_clever,prediction_compassionate,prediction_aggressive,prediction_cynical,prediction_grumpy,prediction_nervous,prediction_defensive,prediction_arrogant,prediction_impulsive,prediction_patronizing,prediction_pessimistic,prediction_sullen,prediction_stubborn,prediction_egotistical,prediction_rude,prediction_mean,prediction_secretive,prediction_bossy,prediction_sarcastic,prediction_irresponsible,prediction_lazy,prediction_selfish
@user Major volcanic eruptions are underappreciated as civilizational risks,1550814218735304705,444,9205,2022-07-23,-9.318388807,-12.35006634,0.01125883125,0.01251724735,0.002661489649,0.8299825788,0.001858813455,0.002388412366,0.1328775138,0.8486142755,0.9874756932,0.03040236421,0.01273320522,4.35E-05,0.0002851971658,0.01087146252,0.002174456138,0.03631749749,0.0009114028653,0.001313511049,0.2086515576,0.539234221,0.3726089299,0.008732595481,0.08786589652,0.9848131537,0.01285241637,0.0078097675,0.7026152611,1.87E-06,0.6610270143,0.002233185107,0.8752254844,0.0003886580816,0.0004701451689,0.7580031157,0.002020746935,0.3226653636,0.00566539634,0.2945581675,0.04376702756,0.005612718407
@user Tough times,1550813250584993793,1528,47229,2022-07-23,-7.683127599,-11.11417602,0.00338918902,0.0005518957623,0.1025830433,0.7096264958,0.0002083057043,0.004694792442,0.2411677688,0.7739395499,0.02470074408,0.0001963070972,0.01301932521,6.91E-07,2.66E-05,0.01113296486,2.60E-05,0.1041416302,0.004150902852,2.55E-05,0.03681571782,0.5746895075,0.9321992993,0.5367385149,0.9657276869,0.9957493544,0.04088249803,0.1073565409,0.9980205297,0.0003423182352,0.998398602,0.04453998804,0.999471724,0.08048210293,0.576128304,0.981741488,0.6450235248,0.7082121968,0.3714625835,0.9319776893,0.8484849334,0.6577621698
"Starlink now available in 36 countries!
https://t.co/nH1zPfd2Om",1550556670337630209,7020,72720,2022-07-22,-7.25151926,-9.589372491,0.06043084711,0.01377350558,0.01218571607,0.06774476171,2.50E-05,0.02690094151,0.3755130172,0.57487005,0.9843130112,0.9999935627,0.000315782032,0.003166656476,0.1906819493,0.003949606791,0.0008157771081,0.4296137691,0.0003394896048,0.0190896336,0.9821254015,0.08275489509,0.1503222138,0.0108319493,0.02874075621,0.05910353735,0.0001845049992,0.8835390806,0.7846680284,4.47E-05,0.008045884781,0.0004981902894,0.6811954379,0.02897380106,0.08883848786,0.3177966475,0.0006122128107,0.1719406545,0.2887224853,0.1198116466,0.06955157965,0.006274054293
Congrats to SpaceX team on record number of launches! http,1550556341827211265,3079,47198,2022-07-22,-7.683784191,-10.41353084,0.0492971018,0.8416265249,0.009079488926,0.1665095687,7.99E-06,0.008652693592,0.9691643715,0.4413066506,0.6245427132,0.9999967813,0.001396661042,0.005356892012,0.1821034253,0.08385821432,0.05184466764,0.4892438948,0.0004870562989,0.09391831607,0.9790610671,0.000915760349,0.8387843966,0.01189746335,0.01222925913,0.4789911211,6.95E-05,0.466473639,0.9988341928,0.0001343096956,3.44E-05,0.001540222438,0.8400659561,0.005346678197,0.01680143364,0.008284359239,0.04683012143,0.2000811696,0.01361165754,0.08129333705,0.00204392476,0.01191606559
"@user Self-driving electric cars will be all that matters. 

Gas car without autonomy will be like riding a horse &amp; using a flip phone. That still happens, but it’s niche.",1551073952025284609,791,7574,2022-07-24,-9.513961547,-11.77314019,0.006525951438,0.004505162127,0.00617219368,0.995001018,0.0002663338673,0.005953647662,0.1734347194,0.9562340379,0.2628403008,0.9140073657,0.6833924651,0.03580115736,0.133947894,0.4853969216,0.004281504545,0.06067415327,0.00497342227,0.02009691112,0.9157441854,0.03201285005,0.2504872084,0.9769858718,0.01613547653,0.5212367177,0.001295723603,0.1936209053,0.5716270804,4.25E-05,0.9983628392,0.00441489974,0.6381973624,0.04080437869,0.001310163294,0.4014370441,0.006315208972,0.3656622767,0.7521113753,0.6992126703,0.3622387648,0.1764742732
@user Software is the key to the future,1551068102753800192,1259,10031,2022-07-24,-9.233002578,-11.30836512,0.02893824317,0.01298536919,0.1928159148,0.9904397726,0.0006623052759,0.01418671757,0.5857599974,0.6028594375,0.825927496,0.8538339138,0.003168770345,0.002596841427,0.1830045581,0.0111629609,3.88E-05,0.06841548532,0.0880599767,0.0008763941587,0.9397735,0.3837845623,0.9899708629,0.3204590082,0.7861508727,0.7920382619,0.01016567461,0.9965462089,0.9988934398,0.0007685664459,0.6606227756,0.03552454337,0.9981402159,0.2273505777,0.4410568476,0.9715024829,0.1480549723,0.9589893818,0.8229140639,0.7561894655,0.524296701,0.2222684026
@user Falcon rising through fog,1551064160271683586,1133,32233,2022-07-24,-8.065692104,-11.41381389,0.009439103305,0.02906104177,0.03626231104,0.1045986488,0.0004342215543,0.03208311275,0.6509668827,0.9245179296,0.08021099865,0.1068013981,0.001444984111,0.0004213024804,0.0447833091,0.05309737474,0.0002631238895,0.2675302029,0.1010232791,8.34E-05,0.2460397184,0.2406451255,0.2877019644,0.3412149251,0.7001568079,0.9671123624,0.02896376699,0.6307435632,0.996137321,0.001144883921,0.5845479369,0.01629255526,0.9994624257,0.07865869254,0.1602190882,0.6763855815,0.187997818,0.5728054047,0.9024118185,0.6316277981,0.495857656,0.7181915641
@user Falcon over the moon,1551063203794132994,1905,51015,2022-07-24,-7.606563169,-10.89420087,0.08520061523,0.830172658,0.2989496589,0.2537716329,0.0008146472974,0.1244942546,0.572366178,0.9407725334,0.1841018945,0.4616462588,0.001569413696,0.008250646293,0.3295569122,0.01181985252,0.000104069135,0.5905787945,0.7140863538,0.0001906313264,0.6086555123,0.374461025,0.8591307998,0.3981516063,0.5425794125,0.907558918,0.01934155636,0.9552611113,0.9982542396,0.004171886016,0.4027725458,0.03027936444,0.9996621609,0.2494974285,0.4317632318,0.8412133455,0.6849743724,0.6773473024,0.9592120051,0.8959182501,0.9224470258,0.8686491847
From SJM http,1551059005560172544,3357,37566,2022-07-24,-7.91258349,-10.32763516,0.004837269895,0.03208690509,0.346837312,0.584556818,0.004712031223,0.2759072185,0.4796106815,0.5521143079,0.4082530439,0.1564794034,0.01097906474,0.001245641499,0.04426625371,0.02810088731,0.0008512994391,0.6722796559,0.6991448402,0.0005829775473,0.06263943017,0.3466621637,0.9877353311,0.6585510969,0.9782165289,0.9916239381,0.4661885202,0.9508060217,0.9996329546,0.000993424328,0.9610589743,0.08246302605,0.9999397993,0.7305599451,0.8406051993,0.7471758723,0.9552744627,0.8345543146,0.9962594509,0.9763326049,0.9646570086,0.8520758748
@user Great thread,1551045057578291200,313,11954,2022-07-24,-9.057616926,-12.70023496,0.01457448117,0.03211366758,0.7118814588,0.6687955856,0.001206259942,0.4580970407,0.4619140625,0.6836226583,0.7513800263,0.5420314074,0.04573568702,0.001017142902,0.03444815427,0.1119199768,0.001971172169,0.7058837414,0.7972920537,0.007972087711,0.2816646397,0.58536309,0.9900637269,0.7531331182,0.9929250479,0.9967033267,0.6006309986,0.9451999664,0.9997412562,0.001893645735,0.9820061922,0.08387860656,0.9999886751,0.4255033731,0.8723860979,0.9115762115,0.8430095315,0.8758990765,0.9910567999,0.9815463424,0.9839550257,0.9592318535
@user @user Deep history memes rock,1551030499862163457,131,2653,2022-07-24,-10.5629918,-13.57124083,0.8562384844,0.006529544946,0.02813455835,0.03486672416,4.66E-06,0.03303952515,0.3915222287,0.3462205827,0.7766826153,0.179937765,0.000420532102,0.6696821451,0.9987556934,0.00252693356,6.70E-05,0.3320178688,0.02134495974,0.0004482854856,0.9991930127,0.03910788149,0.7879699469,0.2203529179,0.5035808086,0.7006746531,0.002989182947,0.9164336324,0.9995359182,0.00300941919,0.3173381686,0.002536177402,0.9997974038,0.09555548429,0.5289056301,0.8536574244,0.2338316888,0.7207098603,0.9834200144,0.8591540456,0.6623929739,0.9343883395
@user @user @user Should be a major improvement with respect to complex left turns,1551014854827266048,150,2927,2022-07-24,-10.46470487,-13.43580286,0.1640646309,0.003747169627,0.01512660738,0.4687224329,8.32E-05,0.005938974675,0.1317467391,0.4880422652,0.9725792408,0.99875772,0.005647724029,0.001054361463,0.01041632239,0.007678254042,0.0006167464308,0.003158517415,0.003028776729,0.001866882551,0.7870743871,0.03814923391,0.08817674965,0.003892510664,0.0216442477,0.5190118551,0.0004516671761,0.02085196227,0.6431940794,9.57E-05,0.006193389185,0.001745220972,0.6518389583,0.0006033300306,0.03970367461,0.4343239665,0.002026252914,0.06222639605,0.007121236064,0.08054216951,0.01172710303,0.013422166
@user @user @user Maybe end of this week. Team is working hard on it.,1551014494679117825,154,2495,2022-07-24,-10.62439415,-13.40948555,0.441346854,0.00494957529,0.2744754851,7.40E-06,0.06443662941,0.1190003231,0.9858736992,0.9007136822,0.5627521276,0.9970865846,0.05112462491,0.003062958131,0.4395625591,0.6079388261,0.03369597718,0.004836480133,0.1095802262,0.1228079125,0.8727962375,0.4743910134,0.7954107523,0.2026580721,0.349827379,0.9888802767,0.007440378889,0.3046781421,0.9992502332,0.0002329354465,0.6173167825,0.01172880456,0.9988580942,0.003146198811,0.4355817139,0.4553118944,0.9795876741,0.3558489382,0.9879931211,0.09124846756,0.07722166181,0.05840342864
@user @user 🤔 indeed,1551013806129553408,64,1266,2022-07-24,-11.30282055,-14.28755507,0.06382068992,0.05913130194,0.9460755587,0.674066484,0.001777671278,0.7112975717,0.5606769323,0.8189490438,0.3955663741,0.6640352011,0.004797645845,0.01704024337,0.5402842164,0.01120520663,0.0003499158192,0.8688366413,0.9002797604,0.003888964653,0.7395072579,0.9172686338,0.9593387842,0.03061062098,0.8615766168,0.9919133186,0.0431628041,0.7454662323,0.9982774258,0.0003311226319,0.2467944175,0.02359654568,0.9998592138,0.06653799862,0.8223006725,0.9541304708,0.6025880575,0.6242554188,0.9162720442,0.6711592674,0.8373081088,0.1527516693
"The amount of attention on me has gone supernova, which super sucks. Unfortunately, even trivial articles about me generate a lot of clicks :(

Will try my best to be heads down focused on doing useful things for civilization.",1551698120328749056,21254,391723,2022-07-25,-5.568605267,-8.482615111,0.01776633039,0.02493183687,0.003805264132,0.0009093201952,0.009504529648,8.16E-06,0.2843322158,0.6098915935,0.02368526906,0.3697772324,0.9269941449,0.001342685428,0.0008518040995,0.9716398716,0.005109829362,0.0004744769249,3.88E-05,0.003682931187,0.002754990477,0.7274020314,0.001181663945,0.7071782947,0.8085143566,0.7767125964,0.006167255342,0.00349479774,0.08625025302,2.00E-06,0.5309833884,0.009926416911,0.6223049164,3.63E-05,0.0008352311561,0.02941001765,0.003171456978,0.05798571929,0.1554259807,0.0006069043302,6.56E-05,2.27E-06
@user @user @user @user Mostly just that the media is a click maximizing machine and a story involving me gets a lot of clicks,1551670314769293313,467,8272,2022-07-25,-9.426283907,-12.30058625,4.96E-06,0.003262342652,0.0010241454,0.003379887436,7.56E-09,2.73E-08,0.06662811339,0.1489812732,0.0002589443466,0.1621594578,0.0002511944331,0.0002729929402,0.03033348918,0.01488861069,4.84E-06,0.002126561478,7.13E-06,0.0002420486126,0.0001997897052,5.89E-08,0.005636443384,0.9948347807,0.9909114242,0.9592916965,0.4564406276,0.8523432612,0.9997679591,1.29E-06,0.198664099,0.000182625372,0.01418943796,0.001188846771,0.0001731187367,1.58E-05,0.0005675766151,0.004526100121,0.4658847153,0.5544506311,0.02384704538,0.9784371257
All Teslas come with a free karaoke app http,1551668848000114689,12678,215158,2022-07-25,-6.167787582,-8.999292017,0.08447018266,0.002117671305,0.06787442416,0.006186947227,4.34E-06,0.003148494055,0.1503627151,0.1504627764,0.8075490594,0.5846759677,0.0002962122671,0.01982490718,0.7036201954,0.001593310619,3.34E-05,0.2027565539,0.001302192686,0.000847236719,0.9229133725,0.0004343507171,0.6401309371,0.1424272209,0.07080614567,0.6620920897,0.0009025821346,0.8060241938,0.9976207614,0.0003955046996,0.08877177536,0.0004436382151,0.9894327521,0.0734891966,0.4961062968,0.2707029879,0.1775383204,0.3098261654,0.5835425258,0.9622692466,0.2843067944,0.3199216425
Das Baby would be a hit!,1551643409907159041,1200,30725,2022-07-25,-8.114083569,-11.35683867,0.3980230093,0.01002006792,0.102504313,0.2267987728,3.35E-05,0.134669587,0.1068363264,0.2635600567,0.7414832711,0.9999961853,0.001235467265,0.9415928125,0.9987906814,0.0006997174351,0.0002239350142,0.9188276529,0.5124773979,0.01070353854,0.9893787503,0.1393234432,0.08236296475,0.001841430902,0.008021201007,0.4051086903,1.33E-05,0.4626955986,0.9964911342,0.0001846639207,1.40E-05,0.0005050051259,0.9799720645,0.0110185435,0.02854886651,0.2180605382,0.01785115339,0.5226270556,0.1103401631,0.41894719,0.1993901134,0.09252133965
@user The media is a click-seeking machine dressed up as a truth-seeking machine,1551632496151986177,1136,8466,2022-07-25,-9.403102082,-11.4116469,0.004431343172,0.02790204622,0.002684847452,0.002343346132,4.15E-07,6.75E-06,0.03919678926,0.8365772963,0.006699962076,0.0007099734503,5.63E-05,0.08073370159,0.9669610858,0.007155515254,1.18E-06,0.001294733025,0.003724680049,0.0007884702645,0.8971263766,8.57E-05,0.8513835669,0.9959619641,0.9865906239,0.1594851762,0.09112574905,0.9972556233,0.9852987528,0.0006444378523,0.8698439598,0.01646155678,0.9557229877,0.9020338655,0.2712786794,0.8356175423,0.0008393859607,0.1036666706,0.9999346733,0.9954570532,0.9260576367,0.9876684546
"@user @user @user ______, ______ your 👖 are on 🔥 http",1.55163E+18,1325,19542,2022-07-25,-8.566594229,-11.25774776,0.08114200085,0.1324175,0.8476519585,0.4869783223,0.005798107479,0.1684487611,0.2905947864,0.6132133007,0.6655963063,0.9377059937,0.003722158028,0.02890104987,0.614256084,0.03080940619,0.003992177546,0.0459286049,0.5605082512,0.04512835294,0.9366082549,0.473238349,0.9634447098,0.1653033495,0.3640946746,0.9716843963,0.01292012539,0.7626857162,0.9940456152,0.0005684304051,0.6235532165,0.004042905755,0.9951959252,0.1256574243,0.5171633363,0.7547153831,0.2497714162,0.5917819142,0.9294533134,0.5785503983,0.5333265066,0.3564986885
@user @user @user @user Sure seems that way,1551628350988361730,148,4628,2022-07-25,-10.00703542,-13.44970323,0.001838566503,0.003967117053,0.4256007373,0.4397877157,0.0002983476152,0.1481010467,0.3183542192,0.8211013675,0.3343935609,0.3819390237,0.003047752194,0.001144545386,0.1858492196,0.02214436792,0.0007985035772,0.2182568461,0.7796683311,0.003330311738,0.1932842731,0.4179086387,0.9742999673,0.8748392463,0.9957422614,0.9926775694,0.1941179484,0.9779923558,0.999756515,0.01600596868,0.981706202,0.1335102916,0.9999531507,0.4232410491,0.9842565656,0.9694356322,0.9392666221,0.8734021187,0.9945061803,0.9666268229,0.9859645367,0.9101499319
@user The real problem here is that @user has zero journalistic integrity,1551622578183323651,1122,15774,2022-07-25,-8.780797209,-11.42404742,0.0002624409099,0.01924721524,0.005628052168,0.01431615558,5.09E-05,0.01932157949,0.09097401798,0.02510673925,0.0006277098437,0.06329402328,1.91E-05,0.0001142186302,0.007775152102,0.0005058746901,8.62E-06,0.002723034238,0.1520234495,3.14E-05,0.007606658153,0.01078375895,0.9596689343,0.5127418041,0.5030592084,0.671718359,0.2818279266,0.9958765507,0.9997195601,0.008043472655,0.9037867785,0.07962793857,0.9971176386,0.9979729056,0.9587011337,0.9779106975,0.05733603239,0.9074406028,0.6273024678,0.9997664094,0.8397438526,0.9968408346
@user A picture is worth 1000 tweets,1551619646306091008,650,13711,2022-07-25,-8.920961794,-11.96994314,0.01389419008,0.008333255537,0.3352185488,0.09562206268,0.0007409065147,0.03652305156,0.39182356,0.5795654058,0.3186968863,0.205971092,0.003194551915,0.005828485359,0.2715112567,0.01739611849,9.72E-05,0.4736878574,0.2599747777,0.0003752890043,0.9429201484,0.4151600003,0.9421007037,0.7817007899,0.958509326,0.9747478366,0.1310279816,0.9607011676,0.9996082187,0.001271712244,0.8986254334,0.02531021088,0.9999104738,0.4611705244,0.8234229088,0.9798483253,0.4479000866,0.7879865766,0.9921767116,0.9685664773,0.9099894762,0.75707376
"@user Yeah, that was Sergey and me yesterday afternoon!",1551618502833864707,3684,119968,2022-07-25,-6.751935184,-10.23516111,0.003402472008,0.008253146894,0.2216288894,0.08101424575,0.00125965639,0.996943295,0.6224708557,0.7944324613,0.05875598639,0.5672780275,0.003034496447,0.01290286146,0.3794113398,0.01851240173,0.0008444580599,0.04410303757,0.8964678049,0.01903874055,0.4091093242,0.2581095695,0.5292059183,0.4757589996,0.8726586699,0.9427275062,0.1151304543,0.9978488684,0.999815166,0.001137736719,0.7144588828,0.01409770548,0.9986757636,0.7971832752,0.915253818,0.6920799017,0.6110605001,0.9723955989,0.9977045655,0.9465894103,0.6995124221,0.6851303577
"Single-piece casting reduces weight, greatly simplifies factory, increases ride quality &amp; reduces road noise http",1551557938573189120,5948,72556,2022-07-25,-7.254801547,-9.756105196,0.07126431167,0.01894223876,0.01317212358,0.9869022369,0.0001176028672,0.004440657329,0.1946585774,0.3278847337,0.9999974966,0.999738276,0.1454757005,0.0004118991201,0.002554687206,0.01071371324,0.003378098598,0.9352114201,1.34E-05,0.9763739109,0.9991816878,0.05845767632,0.02706906572,0.0006955388817,0.01831845939,0.0512040779,0.0003264065308,0.0001107980206,0.001067967969,6.27E-06,0.0006128346431,0.0004558194487,0.03850988299,2.15E-05,0.007406732533,0.7766030431,0.000200545488,0.007448951248,0.0005329913693,0.0001871790737,0.0006276697386,0.000618393824
@user @user @user @user @user @user @user @user @user @user Good article,1551553184350584833,451,11678,2022-07-25,-9.081453495,-12.33544816,0.001458725426,0.0008058677777,0.4276225865,0.03577581048,0.001392118866,0.2101209909,0.3281070292,0.7666894794,0.9925659895,0.6625412107,0.002395855729,0.002533818129,0.2223132402,0.06738397479,0.0006932069664,0.001867071958,0.3844379783,0.004137343727,0.439630717,0.3272577524,0.785804987,0.09188804775,0.7591149211,0.9778786898,0.2418117374,0.5765644312,0.9942318797,0.003948695492,0.8839078546,0.04535272717,0.9977301955,0.2504705787,0.7391254902,0.6094199419,0.279761523,0.1827129573,0.9504202604,0.8992734551,0.6211781502,0.7497991323
What video games have you enjoyed most over past year or two?,1551449829926207490,11652,228648,2022-07-25,-6.106976521,-9.083682385,0.004270956852,0.0006107355002,0.01970307343,0.005812999792,0.0002044525318,0.006378666498,0.2528173327,0.2717072964,0.4345340431,0.09100011736,0.0008299521287,0.002224318916,0.02543335408,0.004638577346,0.0003069229715,0.06617444009,0.01852613501,0.000136461691,0.09745184332,0.1324500442,0.7632336617,0.1935881674,0.7181809545,0.9401966929,0.006909503136,0.5099845529,0.998870194,0.001487752423,0.4938881993,0.02498818934,0.9993531108,0.2595680356,0.4473367631,0.622209549,0.1965202838,0.456499368,0.8353984356,0.7855802178,0.412473768,0.4592891037
@user More evidence for the simulation,1551428200118591488,1623,37119,2022-07-25,-7.925031257,-11.05488394,0.3144072294,0.0003613739391,0.01861678436,0.03633300588,6.26E-05,0.005350336432,0.1220113337,0.3233292699,0.7784819603,0.552752614,0.0002621808089,0.0002407895372,0.02493145317,0.05188644305,0.0001090761871,0.6137171984,0.2144522071,0.0001467597904,0.9387344718,0.06882207096,0.8335707784,0.4048000276,0.8870925307,0.9719133973,0.04460049793,0.9107122421,0.9893732667,0.0003724764392,0.7772814631,0.04404351488,0.9981180429,0.09598498791,0.791636765,0.5247620344,0.834587276,0.8314944506,0.8274998665,0.819218874,0.7886565328,0.8328427076
"Movie idea: Boss Baby meets Das Boot
Das Baby – “Hijinks on the High Seas!”",1551418072866717697,4119,77399,2022-07-25,-7.190186364,-10.12354981,0.2817975283,0.6094130874,0.02663591132,0.03011162765,0.0002351701405,0.07826564461,0.6278985143,0.562415421,0.039242208,0.551209867,9.86E-05,0.06574029475,0.8643046021,0.0008109910414,8.69E-05,0.3033052385,0.002562033013,0.0005278208992,0.7996947169,0.07847099751,0.9952301979,0.6793600917,0.8525639772,0.9724196196,0.01486147661,0.9806326032,0.9996003509,0.0005938432296,0.4719670713,0.08177694678,0.9910721183,0.6731686592,0.6626415253,0.3574240506,0.2151689529,0.9896530509,0.9979997277,0.9839821458,0.3819772899,0.658560276
@user @user Lmaooo absolutely 🤣🤣,1551401367633162240,170,4953,2022-07-25,-9.939166664,-13.31111696,0.5218626261,0.001004624064,0.5411811471,0.06790047139,1.18E-06,0.8957101107,0.03165430576,0.3642133474,0.002397375181,0.281272918,8.92E-06,0.9999922514,0.999999404,4.81E-05,1.39E-05,0.5641081333,0.5431530476,0.001588215353,0.985316813,0.02353143692,0.9938238859,0.219053179,0.1115486696,0.9869686961,0.001070451806,0.9967767596,0.9996919632,0.004097661935,0.6318321824,0.00206554099,0.9992210865,0.9166380167,0.9991995692,0.7909412384,0.05231076106,0.959277451,0.9999958277,0.9911935925,0.8952627778,0.8092860579
@user @user Nope,1551401172044435456,243,7344,2022-07-25,-9.545276464,-12.95385395,0.004690233618,0.0184599366,0.3125808835,0.347234875,0.004347966518,0.1132282093,0.5235902071,0.4984748662,0.1193115562,0.1549995095,0.004680782557,0.0003080445458,0.02001781762,0.0195901189,0.000571104174,0.1718486995,0.4544081688,0.0003576863091,0.06914950907,0.2812017202,0.9768787026,0.8843695521,0.9679151773,0.9948967099,0.5995203257,0.9693475962,0.9995253086,0.002735183109,0.9819794893,0.1264018714,0.9999465942,0.4078782499,0.9206634164,0.9941311479,0.9358040094,0.9469001293,0.9931508303,0.9761689305,0.9886013865,0.9390242696
"@user @user @user @user Call them out on it, I guess. WSJ is supposed to have a high standard for journalism and, right now, they are way sub tabloid.

WSJ should be running stories that actually matter to their readers and have solid factual basis, not third-party random hearsay.",1551395049522335744,1335,13127,2022-07-25,-8.964488939,-11.25022883,0.0001359297457,0.04838979617,0.003167829243,0.0300553795,2.26E-07,0.000248910248,0.4497720897,0.9838038087,0.00461686356,0.001568351639,0.0001364954078,0.0003304127895,0.002282602247,0.002548436169,4.11E-05,0.02734395489,0.0220879484,0.09346126765,0.003212051,0.0236873664,0.02846356668,0.2041546106,0.9963603616,0.0350080505,0.0008804983227,0.3896037936,0.998668313,2.87E-06,0.3868218362,0.0003779856779,0.2651503086,0.4345725179,0.009354039095,0.5749637485,0.7573369145,0.04423126951,0.1607813537,0.9999697208,0.8228461742,0.9644422531
"@user @user @user WSJ has run so many bs hit pieces on me and Tesla I’ve lost count! It’s embarrassing for them, frankly.

They once wrote an article saying FBI was about to arrest me, so I called FBI to ask what’s up and they said WSJ article was total bs.

Just more shortseller fud.",1551392795545333760,2904,26863,2022-07-25,-8.248410242,-10.47307102,0.0004379067395,0.2162918746,4.71E-05,0.01055006124,1.45E-06,6.21E-05,0.3909603059,0.9859023094,0.02273514681,0.01852884702,0.3124428391,0.003003109014,0.4392806292,0.5272364616,0.0005654847482,0.9867771268,0.0001985579438,0.002287456067,0.01657139696,0.004364090972,0.8955335617,0.9981001019,0.9999976158,0.01256559975,0.9986926913,0.9885482788,0.0004474617017,2.00E-06,0.005554358009,0.003232049989,0.8488382101,0.000417225092,0.04643623531,0.3075183332,7.23E-05,0.01512612402,0.9993398786,0.5827997923,0.007264642045,0.002527788514
@user Haven’t even had sex in ages (sigh),1551389048572301312,6386,41794,2022-07-25,-7.806407329,-9.685052023,0.0004569392477,1.21E-05,0.03657424822,0.00447031064,5.30E-06,9.78E-05,0.01273195352,0.1175764799,0.00895633921,2.07E-05,0.04479309171,0.001328517101,0.008461222053,0.00257424498,1.58E-05,0.0003350752813,6.09E-05,9.50E-06,0.009766341187,0.3629548848,0.009268709458,0.9818533063,0.9999991655,0.9924837947,0.0002825297997,0.4139088392,0.9693086147,1.19E-05,0.999830842,0.9995064735,0.9974561334,0.0999655053,0.1795483083,0.9261468053,0.03941713646,0.7515968084,0.9945167899,0.9970721006,0.9989936948,0.4567556083
"@user @user Yeah, the character assassination attacks have reached a new level this year, but the articles are all nothing-burgers. 

I work crazy hours, so there just isn’t much time for shenanigans.

None of the key people involved in these alleged wrongdoings were even interviewed!",1551388575735767040,1127,12165,2022-07-25,-9.040597141,-11.41960088,0.0004901864449,0.02618425153,0.000416313851,0.001160867396,0.002458705334,0.08573251963,0.9998748302,0.7575734258,0.005257056095,0.6785321832,0.6293553114,0.01462568622,0.791837275,0.9987571239,0.05676100403,0.03113901056,0.002941050334,0.6106606126,0.4034762084,0.004880667198,0.1372775584,0.9984124899,0.9998664856,0.01977517456,0.9986735582,0.9833567142,0.04735334963,1.19E-05,0.3431255221,0.0003551786067,0.9815024734,0.0001353310945,0.0003009837237,0.06068739295,0.02052135579,0.7656443715,0.9996672869,0.2630886436,0.0002417446522,0.0002129606291
"@user This is total bs. Sergey and I are friends and were at a party together last night!

I’ve only seen Nicole twice in three years, both times with many other people around. Nothing romantic.",1551386634741895170,7084,102409,2022-07-25,-6.910185518,-9.581321397,0.003865882289,0.1274465322,0.0169024542,5.25E-05,0.004725495353,9.82E-05,0.4467052221,0.3988473415,0.0002332910663,0.001948010991,0.001272110036,0.001927453559,0.422491014,0.8188939691,0.004585669842,0.2287472636,0.0004099942453,0.9999864101,0.3291903436,0.01847408153,0.00175404991,0.5043259859,0.00593773555,0.001294569578,0.124199599,0.6896748543,6.46E-05,0.002910379088,0.01510370802,4.17E-06,0.5160765052,0.003069228493,0.04411891848,0.1578995138,0.001122708432,0.001414793078,0.8770067096,0.672670722,0.01185295917,0.0002392833849
Ironic that Disney would disparage an entire class of rodents when their main character is a rodent – jealous maybe?,1551385601139650560,1887,35911,2022-07-25,-7.958116462,-10.90417185,0.01301168744,0.003697236069,6.64E-06,0.00139967422,2.79E-07,8.11E-07,0.2523725331,0.3563986421,3.24E-05,0.001881147851,0.0001146905488,0.0009655499016,0.3104460835,0.003886041231,2.02E-06,0.004887265153,0.006479837466,9.72E-09,0.01607173868,0.0001621325064,0.06424235553,0.9869545102,0.4874141812,0.3126193583,0.008851571009,0.3380660415,0.9056245089,0.6039129496,0.8826439977,0.02756780386,0.9790940881,0.9968704581,0.9910706282,0.99597013,0.02304254472,0.6195398569,0.9984467626,0.9766809344,0.1759371161,0.9922337532
"The dark origin of the lemming mass suicide myth …
https://t.co/wn7vg2mUjr",1551338477844779008,3845,41747,2022-07-24,-7.807532525,-10.19238651,0.005715226755,0.01189940237,0.0007778105792,0.0004973426112,1.81E-05,0.0002635572746,0.2512226403,0.5540171266,0.8331599832,8.24E-05,0.0004854405415,0.001673486899,0.02011102997,0.02514281124,0.0002443478734,0.005787128117,0.0005569680943,0.0001095560001,0.03162338957,0.04885742813,0.002806543605,0.6855415106,0.0717163682,0.1316732317,0.0005166067276,0.001871619956,0.85235852,4.83E-06,0.4358545244,0.0506734699,0.9379754663,0.002852361649,0.001862670411,0.3246060014,0.02663530409,0.04650834203,0.2694478929,0.8224084973,0.038802661,0.08461329341
@user Thanks Jeff 💕,1551963390129709056,808,36579,2022-07-26,-7.940048766,-11.75271629,0.01272383425,0.05444390327,0.6349295378,0.4872523546,0.002999077085,0.2123795599,0.4341691136,0.7236714959,0.9347015619,0.6292157173,0.002923426218,0.004153990652,0.3683851063,0.06550269574,0.0003474795958,0.1909137964,0.577177465,0.000560656481,0.5999071598,0.5829313993,0.9566198587,0.7250044942,0.9155321121,0.9890002608,0.07460983098,0.9174619913,0.9988433123,0.001497269142,0.9657431245,0.04185089096,0.9999418259,0.2997062504,0.5904186368,0.9917975664,0.4495705962,0.8940318823,0.9894771576,0.9439975619,0.9399878979,0.8111892939
